1,1,6:29
1,1,7:09
1,1,7:49
1,1,8:44
1,1,9:24
1,1,10:04
1,1,10:44
1,1,12:09
1,1,1:49
1,1,3:17
1,1,4:57
1,1,6:22
1,1,8:02
1,2,6:32
1,2,7:12
1,2,7:52
1,2,8:47
1,2,9:27
1,2,10:07
1,2,10:47
1,2,12:12
1,2,1:52
1,2,3:20
1,2,5:00
1,2,6:25
1,2,8:05
1,3,6:34
1,3,7:14
1,3,7:54
1,3,8:49
1,3,9:29
1,3,10:09
1,3,10:49
1,3,12:14
1,3,1:54
1,3,3:22
1,3,5:02
1,3,6:27
1,3,8:07
1,4,6:39
1,4,7:19
1,4,7:59
1,4,8:54
1,4,9:34
1,4,10:14
1,4,10:54
1,4,12:19
1,4,1:59
1,4,3:27
1,4,5:07
1,4,6:32
1,4,8:12
1,5,6:44
1,5,7:24
1,5,8:04
1,5,8:59
1,5,9:39
1,5,10:19
1,5,11:00
1,5,12:25
1,5,2:05
1,5,3:33
1,5,5:13
1,5,6:38
1,5,8:18
1,6,6:55
1,6,7:35
1,6,8:30
1,6,9:10
1,6,9:50
1,6,10:30
1,6,11:11
1,6,12:51
1,6,2:16
1,6,3:59
1,6,5:24
1,6,7:04
1,6,8:29
1,7,11:20
1,7,1:00
1,7,2:25
1,7,4:08
1,7,5:33
1,7,7:13
1,8,11:29
1,8,1:09
1,8,2:37
1,8,4:17
1,8,5:42
1,8,7:22
1,9,11:38
1,9,1:18
1,9,2:46
1,9,4:26
1,9,5:51
1,9,7:31
1,10,11:50
1,10,1:30
1,10,2:58
1,10,4:38
1,10,6:03
1,10,7:43
1,10,9:20
1,11,11:52
1,11,1:32
1,11,3:00
1,11,4:40
1,11,6:05
1,11,7:45
1,12,REQ
1,13,12:01
1,13,1:41
1,13,3:09
1,13,4:49
1,13,6:14
1,13,7:54
1,14,12:03
1,14,1:43
1,14,3:11
1,14,4:51
1,14,6:16
1,14,7:56
2,15,6:20
2,15,7:31
2,15,8:57
2,15,10:08
2,15,11:34
2,15,12:45
2,15,2:16
2,15,3:27
2,15,4:53
2,15,6:04
2,15,7:15
2,15,8:41
2,15,9:52
2,15,REQ
2,16,6:32
2,16,7:43
2,16,9:09
2,16,10:20
2,16,11:46
2,16,12:57
2,16,2:28
2,16,3:39
2,16,5:05
2,16,6:16
2,16,7:27
2,16,8:53
2,16,10:04
2,16,REQ
2,13,6:34
2,13,7:45
2,13,9:11
2,13,10:22
2,13,11:48
2,13,12:59
2,13,2:30
2,13,3:41
2,13,5:07
2,13,6:18
2,13,7:29
2,13,8:55
2,13,10:06
2,13,REQ
2,17,6:36
2,17,7:47
2,17,9:13
2,17,10:24
2,17,11:50
2,17,1:01
2,17,2:32
2,17,3:43
2,17,5:09
2,17,6:20
2,17,7:31
2,17,8:57
2,17,10:08
2,17,REQ
2,18,6:39
2,18,7:50
2,18,9:16
2,18,10:27
2,18,11:53
2,18,1:04
2,18,2:35
2,18,3:46
2,18,5:12
2,18,6:23
2,18,7:34
2,18,9:00
2,18,10:11
2,18,REQ
2,5,6:45
2,5,7:56
2,5,9:22
2,5,10:33
2,5,11:59
2,5,1:10
2,5,2:41
2,5,3:52
2,5,5:18
2,5,6:29
2,5,7:40
2,5,9:06
2,5,10:17
2,5,REQ
2,6,6:56
2,6,8:22
2,6,9:33
2,6,10:59
2,6,12:10
2,6,1:36
2,6,2:52
2,6,4:18
2,6,5:29
2,6,6:40
2,6,8:06
2,6,9:17
2,6,10:28
2,19,7:06
2,19,8:32
2,19,9:43
2,19,11:09
2,19,12:20
2,19,1:46
2,19,3:02
2,19,4:28
2,19,5:39
2,19,6:50
2,19,8:16
2,19,9:27
2,19,REQ
2,20,7:09
2,20,8:35
2,20,9:46
2,20,11:12
2,20,12:23
2,20,1:49
2,20,3:05
2,20,4:31
2,20,5:42
2,20,6:53
2,20,8:19
2,20,9:30
2,20,REQ
2,21,7:14
2,21,8:40
2,21,9:51
2,21,11:17
2,21,12:28
2,21,1:54
2,21,3:10
2,21,4:36
2,21,5:47
2,21,6:58
2,21,8:24
2,21,9:35
2,21,REQ
3,1,6:20
3,1,7:18
3,1,8:31
3,1,9:29
3,1,10:42
3,1,11:40
3,1,12:53
3,1,1:51
3,1,2:52
3,1,3:50
3,1,5:03
3,1,6:01
3,1,7:14
3,1,8:12
3,1,9:25
3,1,REQ
3,2,6:23
3,2,7:21
3,2,8:34
3,2,9:32
3,2,10:45
3,2,11:43
3,2,12:56
3,2,1:54
3,2,2:55
3,2,3:53
3,2,5:06
3,2,6:04
3,2,7:17
3,2,8:15
3,2,9:28
3,2,REQ
3,3,6:25
3,3,7:23
3,3,8:36
3,3,9:34
3,3,10:47
3,3,11:45
3,3,12:58
3,3,1:56
3,3,2:57
3,3,3:55
3,3,5:08
3,3,6:06
3,3,7:19
3,3,8:17
3,3,9:30
3,3,REQ
3,22,6:32
3,22,7:30
3,22,8:43
3,22,9:41
3,22,10:54
3,22,11:52
3,22,1:05
3,22,2:03
3,22,3:04
3,22,4:02
3,22,5:15
3,22,6:13
3,22,7:26
3,22,8:24
3,22,9:37
3,22,REQ
3,8,6:39
3,8,7:37
3,8,8:50
3,8,9:48
3,8,11:01
3,8,11:59
3,8,1:12
3,8,2:13
3,8,3:11
3,8,4:09
3,8,5:22
3,8,6:20
3,8,7:33
3,8,8:31
3,8,9:44
3,8,REQ
3,23,6:41
3,23,7:39
3,23,8:52
3,23,9:50
3,23,11:03
3,23,12:01
3,23,1:14
3,23,2:15
3,23,3:13
3,23,4:11
3,23,5:24
3,23,6:22
3,23,7:35
3,23,8:33
3,23,9:46
3,23,REQ
3,4,6:45
3,4,7:43
3,4,8:56
3,4,9:54
3,4,11:07
3,4,12:05
3,4,1:18
3,4,2:19
3,4,3:17
3,4,4:15
3,4,5:28
3,4,6:26
3,4,7:39
3,4,8:37
3,4,9:50
3,4,REQ
3,24,6:48
3,24,7:46
3,24,8:59
3,24,9:57
3,24,11:10
3,24,12:08
